umur,jenis_kelamin,tinggi_cm,berat_kg,bmi,label
8,L,122.8,28.5,18.92,Gemuk
8,L,125.3,26.8,17.04,Normal
7,P,117.5,18.1,13.12,Kurus
7,P,115.2,24.4,18.36,Gemuk
7,P,115.1,18.2,13.78,Kurus
8,L,125.3,26.5,16.86,Normal
12,L,145.4,39.7,18.79,Gemuk
12,L,148.7,36.7,16.59,Normal
11,P,138.8,40.7,21.14,Gemuk
7,L,120.6,23.2,15.93,Normal
12,P,142.9,43.8,21.45,Gemuk
8,P,123.3,22.6,14.89,Normal
12,L,146.9,33.7,15.6,Normal
6,L,113.4,22.0,17.09,Normal
11,L,140.0,30.8,15.71,Normal
12,L,149.8,39.3,17.5,Normal
8,P,123.2,25.3,16.64,Normal
10,P,135.0,31.0,17.0,Normal
10,L,135.9,28.3,15.32,Normal
6,P,114.8,22.0,16.7,Normal
9,L,129.9,25.4,15.07,Normal
6,L,112.2,22.0,17.47,Normal
6,P,114.7,22.0,16.71,Normal
9,L,129.8,24.2,14.34,Normal
7,P,117.6,19.2,13.89,Kurus
11,P,141.3,32.9,16.49,Normal
10,L,133.1,35.4,19.99,Gemuk
9,L,127.6,30.4,18.7,Gemuk
10,L,136.4,27.9,14.99,Normal
8,P,125.0,25.3,16.18,Normal
6,P,113.4,17.0,13.23,Kurus
9,L,126.6,23.0,14.35,Normal
8,L,124.0,28.7,18.68,Gemuk
7,P,117.5,21.9,15.88,Normal
7,P,119.9,21.1,14.67,Normal
6,L,118.0,17.0,12.21,Kurus
11,L,140.9,29.8,15.0,Normal
12,P,145.3,39.5,18.73,Gemuk
9,L,128.4,30.4,18.45,Gemuk
6,P,115.0,21.4,16.14,Normal
11,P,139.6,32.5,16.67,Normal
8,L,123.0,23.5,15.53,Normal
7,L,113.0,18.0,14.1,Normal
8,L,120.6,21.5,14.8,Normal
12,L,148.7,40.2,18.19,Gemuk
9,L,127.0,29.2,18.11,Gemuk
6,L,115.3,17.0,12.79,Kurus
10,L,136.6,32.7,17.5,Normal
10,L,135.7,26.8,14.54,Normal
10,L,139.6,32.4,16.63,Normal
6,P,116.5,22.0,16.2,Normal
10,P,134.3,34.3,19.01,Gemuk
11,P,143.8,37.3,18.04,Gemuk
7,P,118.0,21.7,15.59,Normal
7,L,118.3,22.9,16.38,Normal
10,P,133.5,33.2,18.61,Gemuk
9,L,130.0,29.4,17.37,Normal
10,P,130.6,29.2,17.09,Normal
11,P,142.5,36.6,18.03,Gemuk
11,L,140.1,38.7,19.73,Gemuk
8,L,125.1,25.6,16.36,Normal
9,P,126.3,26.0,16.31,Normal
10,P,138.9,32.1,16.63,Normal
6,P,114.2,17.0,13.03,Kurus
11,P,141.2,32.3,16.19,Normal
11,L,144.6,31.6,15.12,Normal
9,P,130.6,34.0,19.94,Gemuk
9,L,125.7,30.4,19.21,Gemuk
12,P,149.5,37.5,16.79,Normal
9,P,127.2,24.6,15.21,Normal
8,L,123.5,20.1,13.15,Kurus
11,L,139.7,32.3,16.54,Normal
7,P,118.1,21.7,15.56,Normal
7,L,118.0,21.1,15.19,Normal
12,L,150.0,34.6,15.36,Normal
7,L,118.5,25.0,17.8,Normal
11,P,138.0,31.7,16.63,Normal
10,P,133.7,29.0,16.21,Normal
8,L,123.5,22.8,14.97,Normal
9,P,125.0,27.7,17.72,Normal
6,P,113.9,17.0,13.1,Kurus
6,P,113.5,20.1,15.58,Normal
8,L,121.0,27.2,18.55,Gemuk
8,P,126.8,22.7,14.1,Normal
9,P,128.2,25.2,15.3,Normal
7,L,118.4,20.3,14.48,Normal
12,L,143.1,34.1,16.68,Normal
7,L,120.4,23.8,16.4,Normal
8,P,125.2,23.7,15.1,Normal
12,P,147.9,38.5,17.58,Normal
12,P,141.5,39.2,19.55,Gemuk
8,P,118.6,23.7,16.87,Normal
7,P,117.1,20.0,14.55,Normal
9,L,126.4,26.6,16.65,Normal
8,L,123.3,29.0,19.09,Gemuk
9,P,127.1,25.8,15.95,Normal
7,L,118.2,22.4,16.02,Normal
7,L,120.0,23.4,16.27,Normal
7,L,114.0,20.5,15.8,Normal
9,L,127.5,26.8,16.5,Normal
6,P,115.6,17.0,12.71,Kurus
8,P,128.0,26.5,16.19,Normal
6,P,115.8,22.0,16.42,Normal
7,P,121.7,24.7,16.68,Normal
6,P,114.2,21.2,16.27,Normal
8,P,119.7,27.9,19.44,Gemuk
11,P,139.3,38.1,19.63,Gemuk
9,P,125.0,26.6,17.04,Normal
6,P,116.8,19.4,14.2,Normal
8,P,124.3,27.2,17.58,Normal
6,L,115.5,22.0,16.48,Normal
7,L,121.8,23.0,15.52,Normal
9,L,130.1,31.3,18.51,Gemuk
8,L,118.0,24.2,17.37,Normal
6,L,114.6,19.6,14.91,Normal
6,P,117.2,17.6,12.81,Kurus
12,P,147.8,41.1,18.81,Gemuk
6,L,111.2,22.0,17.79,Normal
8,L,124.2,24.8,16.06,Normal
6,P,114.8,22.0,16.7,Normal
7,P,113.0,20.0,15.66,Normal
9,L,129.1,32.1,19.29,Gemuk
7,P,119.0,24.3,17.12,Normal
11,P,138.0,36.3,19.07,Gemuk
7,P,117.7,18.0,13.0,Kurus
8,P,123.1,21.6,14.28,Normal
10,P,132.5,32.3,18.38,Gemuk
10,P,129.5,29.7,17.73,Normal
9,L,124.9,22.0,14.09,Normal
9,P,127.7,29.6,18.14,Gemuk
8,L,124.0,20.0,13.01,Kurus
11,L,137.0,31.5,16.75,Normal
8,L,123.9,26.0,16.97,Normal
11,P,145.5,31.6,14.94,Normal
8,L,123.8,22.5,14.69,Normal
9,P,130.1,24.2,14.31,Normal
11,L,142.8,31.3,15.35,Normal
8,P,125.9,20.0,12.61,Kurus
10,L,129.4,26.1,15.61,Normal
6,P,113.1,19.5,15.28,Normal
10,P,136.7,25.0,13.38,Kurus
12,L,141.7,35.8,17.83,Normal
8,L,123.9,25.9,16.9,Normal
10,L,135.8,28.4,15.41,Normal
11,P,140.7,33.7,16.99,Normal
7,P,117.1,22.7,16.6,Normal
9,L,124.6,27.6,17.81,Normal
8,L,121.2,23.7,16.13,Normal
7,L,115.5,21.3,15.99,Normal
7,L,118.1,24.0,17.22,Normal
6,L,112.1,21.3,16.97,Normal
11,L,145.4,32.9,15.58,Normal
6,P,115.1,18.9,14.25,Normal
6,L,116.7,17.0,12.48,Kurus
7,L,120.4,22.5,15.51,Normal
6,P,111.0,20.6,16.7,Normal
7,L,119.7,23.9,16.69,Normal
12,P,142.8,39.0,19.11,Gemuk
8,P,119.4,24.4,17.11,Normal
7,L,117.2,19.4,14.12,Normal
7,P,121.7,25.0,16.89,Normal
10,P,133.5,27.5,15.45,Normal
11,L,141.3,35.3,17.68,Normal
10,L,131.4,32.1,18.62,Gemuk
9,P,127.4,31.4,19.32,Gemuk
7,L,118.2,23.8,17.04,Normal
11,L,140.8,37.0,18.68,Gemuk
12,L,149.6,38.7,17.31,Normal
9,P,127.9,25.6,15.64,Normal
10,P,133.5,30.0,16.84,Normal
11,L,143.3,38.7,18.86,Gemuk
9,L,127.2,26.5,16.36,Normal
11,P,141.4,33.3,16.65,Normal
9,L,129.7,29.6,17.62,Normal
12,P,146.7,41.2,19.16,Gemuk
7,L,115.2,18.0,13.56,Kurus
8,P,128.0,24.2,14.77,Normal
9,L,129.4,24.5,14.63,Normal
6,P,114.0,22.0,16.93,Normal
7,P,115.6,18.1,13.57,Kurus
10,L,132.2,35.6,20.35,Gemuk
7,L,119.7,19.9,13.86,Kurus
11,P,141.2,31.9,15.98,Normal
12,P,143.3,35.0,17.02,Normal
11,L,142.9,34.5,16.88,Normal
10,L,131.9,26.2,15.05,Normal
12,P,144.1,40.6,19.56,Gemuk
6,L,112.9,19.3,15.12,Normal
12,L,142.6,45.1,22.19,Obesitas
10,L,133.7,30.5,17.03,Normal
7,P,116.5,25.0,18.41,Gemuk
6,L,114.7,19.3,14.68,Normal
9,L,123.0,31.3,20.66,Gemuk
8,P,124.3,29.0,18.77,Gemuk
6,L,111.4,17.0,13.7,Kurus
11,L,137.0,39.9,21.27,Gemuk
10,P,137.8,34.4,18.1,Gemuk
10,L,139.2,28.9,14.9,Normal
10,L,133.9,28.8,16.08,Normal
12,L,148.6,44.1,19.97,Gemuk
7,P,120.8,18.0,12.33,Kurus
9,P,123.0,22.0,14.54,Normal
11,L,141.5,35.9,17.93,Normal
11,L,140.3,37.4,19.01,Gemuk
12,P,148.5,35.6,16.16,Normal
6,P,113.9,17.0,13.11,Kurus
7,L,118.0,21.5,15.44,Normal
9,P,129.4,29.7,17.73,Normal
12,L,144.0,39.0,18.79,Gemuk
10,L,134.4,30.5,16.88,Normal
9,L,130.9,22.7,13.28,Kurus
11,P,147.0,36.0,16.66,Normal
11,P,139.3,33.4,17.23,Normal
8,L,124.7,26.7,17.14,Normal
7,P,121.2,18.0,12.26,Kurus
8,L,125.2,28.3,18.06,Gemuk
9,L,130.6,30.4,17.79,Normal
6,L,112.1,22.0,17.51,Normal
10,P,136.4,30.3,16.28,Normal
6,L,110.5,17.0,13.93,Kurus
10,L,135.4,25.0,13.63,Kurus
9,P,124.1,26.8,17.4,Normal
10,L,131.1,33.6,19.56,Gemuk
12,L,146.5,38.8,18.05,Gemuk
8,P,125.4,27.4,17.39,Normal
8,P,122.5,26.9,17.92,Normal
8,L,125.0,20.0,12.8,Kurus
11,P,140.4,35.2,17.85,Normal
9,L,130.6,32.6,19.08,Gemuk
6,P,110.6,22.0,17.98,Normal
12,L,143.7,36.5,17.68,Normal
7,P,116.4,24.0,17.75,Normal
11,P,140.1,35.9,18.29,Gemuk
9,L,126.3,28.9,18.14,Gemuk
11,P,143.3,41.3,20.09,Gemuk
12,L,147.0,39.6,18.32,Gemuk
6,L,112.6,19.4,15.28,Normal
9,P,124.6,29.5,18.98,Gemuk
9,L,124.3,27.9,18.07,Gemuk
10,L,135.2,32.5,17.78,Normal
11,L,139.7,36.0,18.43,Gemuk
11,L,137.5,37.2,19.71,Gemuk
11,P,137.5,35.9,18.99,Gemuk
12,L,149.1,37.7,16.94,Normal
7,L,122.2,25.0,16.75,Normal
9,P,123.0,26.7,17.62,Normal
8,P,124.5,26.1,16.85,Normal
7,L,116.9,18.0,13.16,Kurus
7,L,114.8,21.3,16.14,Normal
8,L,123.7,21.7,14.19,Normal
7,L,119.1,18.0,12.69,Kurus
10,P,135.5,38.0,20.68,Gemuk
11,L,136.3,34.1,18.35,Gemuk
12,L,150.2,41.0,18.17,Gemuk
10,P,133.3,32.1,18.09,Gemuk
8,P,124.7,26.3,16.93,Normal
11,P,140.4,42.5,21.56,Gemuk
6,L,115.4,19.2,14.41,Normal
9,P,129.1,33.9,20.32,Gemuk
12,P,144.3,43.3,20.77,Gemuk
10,P,132.6,27.3,15.54,Normal
7,L,116.3,21.5,15.91,Normal
8,P,121.6,24.7,16.69,Normal
6,P,110.0,18.9,15.65,Normal
6,L,114.2,22.0,16.88,Normal
8,P,125.0,22.3,14.26,Normal
11,P,141.2,36.5,18.31,Gemuk
9,L,130.7,30.0,17.56,Normal
12,L,145.8,42.3,19.92,Gemuk
10,L,131.1,29.3,17.01,Normal
10,P,135.0,33.0,18.1,Gemuk
6,P,113.0,22.0,17.24,Normal
9,P,130.8,29.5,17.25,Normal
9,L,130.0,33.5,19.79,Gemuk
9,P,128.4,22.0,13.34,Kurus
9,P,130.9,30.6,17.84,Normal
12,P,144.1,38.4,18.5,Gemuk
7,L,117.6,24.1,17.41,Normal
11,L,143.9,35.7,17.26,Normal
9,P,127.8,29.4,17.98,Normal
8,P,121.5,24.3,16.48,Normal
7,P,113.2,20.7,16.16,Normal
8,L,120.9,26.5,18.14,Gemuk
10,L,139.0,35.6,18.46,Gemuk
9,P,128.3,24.7,15.03,Normal
11,L,142.9,31.5,15.42,Normal
12,P,144.2,43.2,20.77,Gemuk
11,P,145.8,40.0,18.8,Gemuk
8,P,121.4,21.1,14.29,Normal
7,P,114.2,20.8,15.97,Normal
7,L,114.7,19.7,14.95,Normal
12,L,146.9,44.4,20.59,Gemuk
8,L,120.6,20.0,13.75,Kurus
11,P,141.1,35.8,17.95,Normal
9,L,125.7,27.5,17.38,Normal
9,L,124.8,25.2,16.15,Normal
6,L,116.2,20.1,14.88,Normal
8,L,123.2,24.0,15.79,Normal
11,L,143.2,40.1,19.56,Gemuk
9,P,133.0,27.3,15.42,Normal
11,L,139.4,40.5,20.85,Gemuk
11,P,140.5,36.7,18.58,Gemuk
6,L,114.9,19.6,14.86,Normal
9,P,125.3,32.0,20.38,Gemuk
9,L,131.4,32.8,19.0,Gemuk
12,P,143.9,37.6,18.15,Gemuk
12,P,152.0,37.1,16.05,Normal
6,L,113.3,18.4,14.37,Normal
6,P,111.5,17.0,13.7,Kurus
9,P,127.8,26.8,16.39,Normal
7,P,115.8,19.9,14.82,Normal
10,L,133.8,29.2,16.31,Normal
6,L,113.2,22.0,17.16,Normal
9,P,128.7,30.9,18.63,Gemuk
11,P,137.1,33.6,17.85,Normal
12,L,142.4,32.9,16.23,Normal
9,P,128.6,27.9,16.85,Normal
6,P,111.0,19.2,15.58,Normal
6,P,117.4,22.0,15.92,Normal
7,L,113.3,20.5,15.98,Normal
9,L,127.6,30.3,18.61,Gemuk
6,P,112.2,19.5,15.45,Normal
11,P,143.0,33.9,16.59,Normal
10,L,133.8,34.5,19.31,Gemuk
7,P,119.2,22.0,15.5,Normal
6,L,114.8,20.1,15.27,Normal
12,L,142.4,41.3,20.36,Gemuk
12,P,149.4,38.4,17.22,Normal
6,L,118.0,20.9,15.03,Normal
12,P,143.7,37.7,18.27,Gemuk
8,P,122.3,20.0,13.37,Kurus
11,L,144.1,38.4,18.49,Gemuk
9,P,130.0,34.0,20.12,Gemuk
8,P,126.4,27.4,17.14,Normal
7,L,116.1,20.6,15.27,Normal
11,L,140.1,37.6,19.17,Gemuk
8,P,120.5,25.0,17.19,Normal
9,P,127.4,30.6,18.86,Gemuk
9,P,128.5,24.1,14.62,Normal
12,P,145.7,40.1,18.9,Gemuk
8,P,128.0,27.9,17.04,Normal
11,L,138.4,35.5,18.56,Gemuk
12,P,143.1,41.6,20.3,Gemuk
6,P,112.4,20.2,16.02,Normal
9,L,127.1,28.3,17.54,Normal
6,P,112.0,19.9,15.9,Normal
12,L,146.7,30.6,14.2,Normal
12,L,148.3,38.2,17.36,Normal
8,P,118.0,26.5,19.03,Gemuk
7,P,119.5,23.0,16.08,Normal
8,P,120.3,22.0,15.17,Normal
8,L,122.3,20.0,13.37,Kurus
6,P,116.5,21.8,16.08,Normal
11,L,140.4,33.9,17.19,Normal
10,L,133.0,34.7,19.59,Gemuk
10,L,130.8,28.3,16.55,Normal
8,P,121.8,25.4,17.14,Normal
8,P,122.3,22.7,15.18,Normal
8,L,122.6,29.0,19.28,Gemuk
6,L,113.7,18.9,14.61,Normal
12,P,145.8,40.9,19.22,Gemuk
11,P,142.0,36.7,18.2,Gemuk
10,L,131.7,31.3,18.03,Gemuk
7,P,123.0,20.3,13.45,Kurus
10,L,136.8,32.7,17.45,Normal
8,L,121.5,26.2,17.75,Normal
6,P,114.1,19.9,15.25,Normal
11,L,139.9,33.1,16.92,Normal
7,P,115.2,19.8,14.9,Normal
11,P,142.3,35.5,17.51,Normal
8,P,122.3,20.0,13.39,Kurus
12,L,146.7,40.0,18.58,Gemuk
11,P,145.2,39.5,18.74,Gemuk
12,L,143.8,35.8,17.31,Normal
10,P,134.5,30.1,16.66,Normal
7,L,118.2,19.9,14.21,Normal
10,L,133.2,27.5,15.49,Normal
9,L,129.3,26.9,16.1,Normal
6,P,114.5,19.0,14.48,Normal
12,L,146.6,38.2,17.75,Normal
12,L,145.3,35.9,17.01,Normal
7,P,118.7,22.1,15.69,Normal
12,L,148.7,38.0,17.21,Normal
7,P,117.6,24.4,17.63,Normal
12,L,142.8,41.7,20.46,Gemuk
7,L,118.3,25.0,17.86,Normal
6,L,113.2,20.7,16.12,Normal
11,L,143.5,35.6,17.29,Normal
6,L,113.8,18.3,14.09,Normal
9,P,126.8,32.7,20.33,Gemuk
10,L,132.4,32.3,18.44,Gemuk
6,L,113.9,20.8,16.03,Normal
10,P,131.1,33.7,19.61,Gemuk
8,P,123.5,24.5,16.09,Normal
11,P,142.9,36.4,17.83,Normal
11,L,139.6,32.2,16.5,Normal
10,L,136.9,27.1,14.45,Normal
10,L,131.2,28.0,16.28,Normal
6,P,116.6,17.6,12.93,Kurus
12,P,146.7,36.2,16.8,Normal
11,P,144.5,37.2,17.83,Normal
8,P,125.8,28.9,18.29,Gemuk
10,P,134.2,25.0,13.88,Kurus
6,P,112.3,20.3,16.13,Normal
11,P,138.1,34.9,18.32,Gemuk
9,P,127.5,27.9,17.13,Normal
7,P,120.2,19.3,13.35,Kurus
11,P,139.9,36.6,18.72,Gemuk
12,P,147.1,44.4,20.52,Gemuk
12,P,145.3,36.3,17.19,Normal
9,P,130.3,31.9,18.77,Gemuk
12,P,145.0,35.9,17.09,Normal
7,L,119.6,20.1,14.06,Normal
7,P,115.9,25.0,18.62,Gemuk
10,L,135.9,33.4,18.07,Gemuk
6,L,113.4,17.0,13.23,Kurus
7,P,119.1,20.1,14.16,Normal
9,L,126.3,30.9,19.33,Gemuk
12,L,143.9,42.0,20.28,Gemuk
6,P,112.2,20.2,16.07,Normal
10,L,129.2,33.8,20.24,Gemuk
11,L,139.1,33.7,17.42,Normal
7,L,119.9,25.0,17.4,Normal
11,L,144.2,32.2,15.47,Normal
9,L,129.4,29.8,17.81,Normal
6,L,111.8,17.0,13.59,Kurus
9,P,123.0,29.0,19.2,Gemuk
8,L,122.8,20.2,13.4,Kurus
7,L,119.5,21.8,15.28,Normal
6,L,114.5,19.0,14.5,Normal
8,P,118.0,27.4,19.65,Gemuk
6,P,116.2,18.7,13.89,Kurus
10,L,128.9,37.5,22.56,Obesitas
9,P,133.0,24.9,14.05,Normal
10,P,131.2,31.8,18.47,Gemuk
12,L,149.4,40.0,17.95,Normal
9,L,130.8,26.6,15.55,Normal
7,P,121.1,21.5,14.69,Normal
6,P,114.4,17.9,13.69,Kurus
8,P,122.7,26.4,17.53,Normal
7,P,114.4,23.0,17.55,Normal
8,P,126.5,21.6,13.49,Kurus
10,L,132.5,25.0,14.27,Normal
9,L,128.1,28.7,17.52,Normal
6,P,112.8,17.0,13.37,Kurus
10,L,130.8,33.1,19.36,Gemuk
7,L,119.4,18.0,12.63,Kurus
9,L,125.5,31.1,19.77,Gemuk
10,P,133.3,27.6,15.51,Normal
8,L,118.3,21.9,15.65,Normal
6,L,116.4,17.7,13.05,Kurus
9,L,123.0,26.7,17.66,Normal
9,L,131.5,27.6,15.94,Normal
12,L,146.6,37.9,17.61,Normal
12,P,147.9,39.7,18.13,Gemuk
11,L,140.0,33.2,16.96,Normal
9,L,130.8,24.8,14.49,Normal
7,P,117.7,22.0,15.9,Normal
10,P,134.1,35.8,19.9,Gemuk
6,L,114.5,22.0,16.77,Normal
9,L,129.0,22.8,13.7,Kurus
8,P,125.6,23.8,15.08,Normal
7,P,118.1,24.6,17.62,Normal
10,P,134.2,33.1,18.36,Gemuk
10,P,134.3,33.1,18.35,Gemuk
7,P,113.0,19.0,14.85,Normal
8,P,122.8,27.1,17.99,Normal
6,L,115.1,20.0,15.12,Normal
6,L,116.7,17.9,13.16,Kurus
12,L,146.9,40.1,18.58,Gemuk
7,L,117.3,21.1,15.31,Normal
9,L,126.5,23.9,14.94,Normal
8,P,124.7,28.2,18.15,Gemuk
7,L,119.9,20.7,14.42,Normal
11,L,145.2,35.9,17.03,Normal
6,P,118.0,18.7,13.4,Kurus
12,P,143.2,40.4,19.71,Gemuk
6,L,115.7,22.0,16.44,Normal
12,P,145.5,39.5,18.68,Gemuk
11,P,139.9,39.4,20.1,Gemuk
10,P,132.2,27.3,15.63,Normal
9,L,127.8,30.0,18.33,Gemuk
10,L,135.7,28.2,15.31,Normal
11,L,140.2,33.9,17.26,Normal
8,L,121.2,22.5,15.32,Normal
11,P,144.1,34.4,16.57,Normal
6,P,113.7,19.7,15.27,Normal
11,P,137.7,34.2,18.03,Gemuk
7,P,116.5,21.4,15.79,Normal
12,L,143.1,39.5,19.28,Gemuk
10,P,132.3,30.3,17.31,Normal
12,L,144.4,45.5,21.83,Gemuk
8,L,120.4,21.6,14.9,Normal
12,L,140.0,37.7,19.24,Gemuk
9,P,126.2,32.9,20.68,Gemuk
12,L,142.9,36.0,17.65,Normal
12,L,143.1,35.3,17.25,Normal
10,L,133.5,30.2,16.92,Normal
9,P,126.1,24.1,15.14,Normal
10,L,134.5,35.6,19.67,Gemuk
7,P,118.7,22.6,16.03,Normal
10,P,138.7,30.7,15.96,Normal
6,L,112.1,21.6,17.18,Normal
11,L,142.2,34.1,16.84,Normal
6,L,117.3,17.0,12.36,Kurus
12,L,144.3,39.0,18.73,Gemuk
6,L,112.1,18.9,15.0,Normal
11,P,139.4,37.9,19.49,Gemuk
6,L,116.1,22.0,16.33,Normal
11,P,143.9,38.9,18.79,Gemuk
10,P,133.4,33.4,18.74,Gemuk
11,L,137.3,37.1,19.71,Gemuk
6,L,112.8,21.3,16.7,Normal
9,P,123.4,27.2,17.85,Normal
8,P,122.9,23.8,15.79,Normal
8,P,123.2,22.4,14.77,Normal
12,L,150.3,37.8,16.75,Normal
7,L,116.3,24.1,17.85,Normal
11,P,137.6,42.3,22.33,Obesitas
8,P,126.9,25.1,15.61,Normal
9,P,130.0,30.4,17.97,Normal
10,P,138.5,33.1,17.27,Normal
9,L,129.8,29.0,17.21,Normal
11,P,142.6,36.6,18.0,Gemuk
10,P,137.3,30.9,16.41,Normal
10,P,136.8,30.0,16.03,Normal
12,L,148.5,37.9,17.21,Normal
9,P,125.1,32.0,20.48,Gemuk
9,P,133.0,30.2,17.05,Normal
9,L,128.4,30.3,18.38,Gemuk
9,L,130.7,25.6,14.99,Normal
6,L,116.4,22.0,16.23,Normal
10,L,134.9,29.5,16.19,Normal
8,L,124.1,22.0,14.32,Normal
10,L,133.9,26.5,14.79,Normal
8,L,124.7,23.6,15.16,Normal
7,P,113.0,25.0,19.58,Gemuk
8,P,122.5,26.2,17.44,Normal
12,P,145.3,37.8,17.92,Normal
11,L,138.3,34.6,18.07,Gemuk
9,L,126.6,34.0,21.22,Gemuk
7,P,120.5,20.5,14.13,Normal
7,L,117.2,19.2,13.96,Kurus
7,L,114.3,23.8,18.23,Gemuk
6,P,110.0,22.0,18.18,Gemuk
12,L,144.0,38.1,18.39,Gemuk
6,L,115.2,17.9,13.49,Kurus
11,L,140.1,37.1,18.92,Gemuk
10,P,134.6,32.5,17.93,Normal
9,L,131.6,25.3,14.61,Normal
7,L,121.2,19.5,13.26,Kurus
8,P,126.2,26.2,16.43,Normal
10,P,131.9,31.2,17.91,Normal
11,L,140.1,43.0,21.91,Gemuk
8,P,123.7,24.1,15.75,Normal
11,P,140.3,37.3,18.95,Gemuk
9,P,133.0,26.8,15.14,Normal
6,L,113.3,22.0,17.15,Normal
7,P,120.5,25.0,17.23,Normal
7,P,114.5,18.0,13.73,Kurus
10,P,139.1,25.0,12.93,Kurus
6,P,115.0,22.0,16.63,Normal
12,P,146.8,37.8,17.55,Normal
8,P,121.0,20.0,13.66,Kurus
7,P,118.3,20.3,14.5,Normal
7,L,120.1,18.0,12.47,Kurus
10,P,131.7,37.7,21.75,Gemuk
8,L,123.1,22.4,14.79,Normal
11,P,138.5,37.1,19.32,Gemuk
8,L,120.8,28.6,19.59,Gemuk
8,L,125.0,26.7,17.11,Normal
9,P,130.4,29.2,17.16,Normal
12,L,147.5,38.5,17.71,Normal
6,P,113.0,19.6,15.32,Normal
7,P,120.7,22.7,15.56,Normal
9,L,124.8,32.4,20.83,Gemuk
9,P,126.2,29.6,18.55,Gemuk
9,L,123.4,27.2,17.87,Normal
7,L,116.3,23.0,17.01,Normal
8,L,124.6,29.0,18.69,Gemuk
6,L,111.5,22.0,17.69,Normal
7,P,114.7,23.8,18.08,Gemuk
10,L,132.3,31.1,17.75,Normal
10,P,134.1,28.4,15.8,Normal
8,P,119.5,22.5,15.75,Normal
10,P,135.5,25.9,14.1,Normal
6,P,116.4,17.0,12.56,Kurus
10,L,138.0,32.2,16.89,Normal
6,L,113.7,18.7,14.5,Normal
12,L,151.6,32.5,14.13,Normal
7,P,122.7,18.0,11.95,Kurus
12,L,149.5,36.1,16.14,Normal
6,P,117.4,21.6,15.63,Normal
11,L,141.9,35.6,17.67,Normal
9,P,126.5,30.9,19.31,Gemuk
10,L,132.3,34.9,19.97,Gemuk
6,P,113.6,20.2,15.69,Normal
8,P,127.4,21.9,13.48,Kurus
7,P,120.6,20.2,13.88,Kurus
12,L,147.0,39.5,18.29,Gemuk
9,P,127.7,26.6,16.33,Normal
12,P,148.0,44.6,20.34,Gemuk
7,L,113.0,18.0,14.1,Normal
9,L,130.7,25.5,14.96,Normal
9,L,127.1,28.4,17.6,Normal
12,L,144.7,35.8,17.11,Normal
8,P,121.4,27.8,18.85,Gemuk
8,L,123.3,24.6,16.17,Normal
7,L,116.8,20.4,14.95,Normal
11,P,135.0,33.2,18.21,Gemuk
12,L,147.6,38.6,17.69,Normal
11,P,142.9,33.5,16.41,Normal
6,L,113.4,20.5,15.98,Normal
6,P,110.1,17.3,14.3,Normal
9,P,127.1,30.9,19.12,Gemuk
6,P,115.2,20.7,15.63,Normal
12,P,145.8,36.6,17.24,Normal
7,P,116.1,20.6,15.3,Normal
6,L,113.8,19.3,14.94,Normal
6,L,113.4,22.0,17.11,Normal
11,P,144.9,36.2,17.22,Normal
12,L,141.5,34.7,17.35,Normal
7,L,120.3,19.1,13.21,Kurus
7,P,119.2,19.4,13.69,Kurus
11,L,137.5,30.8,16.28,Normal
11,P,142.5,33.7,16.6,Normal
8,L,126.9,25.9,16.11,Normal
7,P,119.8,20.8,14.51,Normal
9,L,127.7,25.4,15.55,Normal
12,L,142.3,42.2,20.87,Gemuk
10,P,133.5,31.1,17.44,Normal
9,L,125.6,33.1,20.97,Gemuk
8,L,123.5,26.8,17.58,Normal
8,L,121.1,24.5,16.74,Normal
9,L,131.4,27.8,16.12,Normal
8,L,124.2,20.6,13.33,Kurus
9,L,128.6,25.7,15.55,Normal
7,P,116.4,22.4,16.49,Normal
12,P,142.6,34.2,16.81,Normal
7,P,115.4,18.7,14.03,Normal
12,L,142.8,36.2,17.75,Normal
7,P,122.0,25.0,16.8,Normal
9,P,127.7,32.6,20.0,Gemuk
12,P,147.7,38.3,17.57,Normal
6,L,118.0,19.8,14.24,Normal
11,P,141.7,32.9,16.36,Normal
8,L,127.9,27.3,16.67,Normal
6,L,111.8,18.7,14.96,Normal
11,L,138.5,37.7,19.64,Gemuk
10,P,134.9,31.0,17.07,Normal
9,L,126.9,30.4,18.87,Gemuk
10,P,137.2,27.1,14.4,Normal
9,L,130.7,26.9,15.72,Normal
9,P,130.8,26.3,15.38,Normal
11,P,143.9,31.5,15.18,Normal
10,L,133.6,32.9,18.42,Gemuk
12,P,146.8,39.0,18.09,Gemuk
12,L,140.0,38.0,19.39,Gemuk
11,P,140.7,34.9,17.61,Normal
12,L,146.2,37.4,17.52,Normal
10,L,134.2,26.0,14.42,Normal
9,P,127.7,29.4,18.0,Normal
9,P,123.0,28.1,18.57,Gemuk
12,P,151.0,43.6,19.12,Gemuk
9,L,127.4,25.2,15.55,Normal
11,P,140.4,30.0,15.21,Normal
9,P,126.5,22.9,14.32,Normal
6,P,111.6,18.5,14.83,Normal
8,L,123.2,29.0,19.12,Gemuk
12,L,147.0,39.6,18.35,Gemuk
6,L,112.2,20.6,16.36,Normal
9,L,125.1,29.9,19.11,Gemuk
8,L,123.7,28.3,18.5,Gemuk
10,P,134.2,33.1,18.41,Gemuk
10,P,135.9,29.8,16.15,Normal
7,L,118.1,21.0,15.05,Normal
